"scientific.name","common.name","observed.on","location","latitude","longitude","positional.accuracy","url"
"Asclepias syriaca","common milkweed","2017-07-23","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3203120586,-68.253640635,5,"https://www.inaturalist.org/observations/7931498"
"Danaus plexippus","Monarch","2017-07-22","Bar Harbor, Maine, États-Unis",44.3541551876,-68.2200980154,488,"https://www.inaturalist.org/observations/24835625"
"Danaus plexippus","Monarch","2017-07-18","Musetti Dr, Winter Harbor, ME, US",44.3370271546,-68.0619308068,18,"https://www.inaturalist.org/observations/7112085"
"Toxicodendron rydbergii","western poison ivy","2017-07-12","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3357466627,-68.0571466964,5,"https://www.inaturalist.org/observations/7024479"
"Lonicera canadensis","American fly-honeysuckle","2017-07-12","Acadia National Park, Hancock County, US-ME, US",44.34144866,-68.05983255,15,"https://www.inaturalist.org/observations/7028743"
"Danaus plexippus","Monarch","2017-07-03","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3388969591,-68.0464751926,5,"https://www.inaturalist.org/observations/6902739"
"Rhodiola rosea","Roseroot","2017-07-03","Arey Cove Rd, Winter Harbor, ME 04693, USA",44.3323367242,-68.061468824,516,"https://www.inaturalist.org/observations/7997514"
"Rhodiola rosea","Roseroot","2017-06-30","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3331469316,-68.0626193248,5,"https://www.inaturalist.org/observations/6860814"
"Cypripedium acaule","pink lady's slipper","2017-06-30","Winter Harbor, ME, USA",44.3389387521,-68.0592352152,19,"https://www.inaturalist.org/observations/6906138"
"Asclepias syriaca","common milkweed","2017-06-15","14–48 Musetti Dr, Winter Harbor, ME, US",44.3367333444,-68.0620220731,159,"https://www.inaturalist.org/observations/6669591"
"Cypripedium acaule","pink lady's slipper","2017-06-04","ME-198, Mt Desert, ME 04660, USA",44.3131120414,-68.286969512,1032,"https://www.inaturalist.org/observations/7869978"
"Cypripedium acaule","pink lady's slipper","2017-06-03","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2316476582,-68.3152995911,5,"https://www.inaturalist.org/observations/6520643"
"Trillium undulatum","painted trillium","2017-06-02","Bar Harbor, ME, USA",44.3778528493,-68.2443891764,8,"https://www.inaturalist.org/observations/6525625"
"Rhodiola rosea","Roseroot","2017-05-27","Winter Harbor, ME, USA",44.3483496139,-68.0584509783,3749,"https://www.inaturalist.org/observations/141469744"
"Caltha palustris","marsh marigold","2017-05-25","Bar Harbor, ME, USA",44.3627966667,-68.20806,NA,"https://www.inaturalist.org/observations/58170763"
"Uvularia sessilifolia","sessile bellwort","2017-05-25","Bar Harbor, ME, USA",44.3625283333,-68.2078733333,NA,"https://www.inaturalist.org/observations/65356517"
"Danaus plexippus","Monarch","2016-10-19","Acadia National Park, Winter Harbor, ME, US",44.3358833333,-68.0614388333,NA,"http://www.inaturalist.org/observations/4393401"
"Pinus resinosa","red pine","2016-10-12","Bar Harbor, ME",44.4045677185,-68.2472076416,NA,"http://www.inaturalist.org/observations/4354416"
"Toxicodendron radicans","eastern poison ivy","2016-10-09","Acadia National Park, Bar Harbor, ME, US",44.3232833333,-68.1865533333,NA,"http://www.inaturalist.org/observations/4505525"
"Toxicodendron rydbergii","western poison ivy","2016-10-05","Acadia National Park, Bar Harbor, ME, US",44.390579019,-68.2262046481,305,"http://www.inaturalist.org/observations/4279594"
"Toxicodendron radicans","eastern poison ivy","2016-10-04","Acadia National Park, Hancock County, US-ME, US",44.3360764161,-68.0591406414,65,"http://www.inaturalist.org/observations/4267638"
"Danaus plexippus","Monarch","2016-10-01","Acadia National Park, Bar Harbor, ME, US",44.3291966667,-68.1821583333,NA,"http://www.inaturalist.org/observations/4252314"
"Danaus plexippus","Monarch","2016-09-30","Acadia National Park, Winter Harbor, ME, US",44.3360866667,-68.0664138333,NA,"http://www.inaturalist.org/observations/4243550"
"Danaus plexippus","Monarch","2016-09-21","Winter Harbor, ME, USA",44.3376490048,-68.0615553261,2,"http://www.inaturalist.org/observations/4166752"
"Arisaema triphyllum","Jack-in-the-Pulpit","2016-09-16","Mt Desert, ME, USA",44.3380555556,-68.2597222222,NA,"https://www.inaturalist.org/observations/154374591"
"Typha latifolia","broad-leaved cattail","2016-09-15","Acadia National Park, Winter Harbor, ME, US",44.3390761289,-68.062161762,65,"http://www.inaturalist.org/observations/4114987"
"Asclepias syriaca","common milkweed","2016-09-13","Acadia National Park, Winter Harbor, ME, US",44.3351997179,-68.0613512841,3329,"http://www.inaturalist.org/observations/4101808"
"Danaus plexippus","Monarch","2016-09-13","Acadia National Park, Bar Harbor, ME, US",44.3501783236,-68.22998,500,"https://www.inaturalist.org/observations/91316014"
"Danaus plexippus","Monarch","2016-09-12","Winter Harbor, ME, USA",44.3443148741,-68.056730032,8,"http://www.inaturalist.org/observations/4102317"
"Monotropa hypopitys","pinesap","2016-08-31","Acadia National Park, Bar Harbor, ME, US",44.361275,-68.2091666667,NA,"http://www.inaturalist.org/observations/4002820"
"Pinus resinosa","red pine","2016-08-31","Acadia National Park, Mount Desert, ME, US",44.3311640667,-68.2898709085,5,"http://www.inaturalist.org/observations/4003324"
"Trichophorum cespitosum","Tufted Bulrush","2016-08-31","Acadia National Park, Mount Desert, ME, US",44.3425696576,-68.275212301,5,"http://www.inaturalist.org/observations/4006931"
"Danaus plexippus","Monarch","2016-08-29","Winter Harbor, ME, USA",44.3371382152,-68.061780631,2,"http://www.inaturalist.org/observations/4340466"
"Spinulum annotinum","interrupted clubmoss","2016-08-27","Maine, USA",44.3385559,-68.2733346,16108,"https://www.inaturalist.org/observations/101940404"
"Danaus plexippus","Monarch","2016-08-16","Winter Harbor, ME, USA",44.3351789836,-68.0603327751,30,"http://www.inaturalist.org/observations/3906085"
"Danaus plexippus","Monarch","2016-08-05","Acadia National Park, Winter Harbor, ME, US",44.337075,-68.0618971667,NA,"http://www.inaturalist.org/observations/3808771"
"Danaus plexippus","Monarch","2016-08-01","Acadia National Park, Winter Harbor, ME, US",44.33623,-68.0617528333,NA,"http://www.inaturalist.org/observations/3786285"
"Danaus plexippus","Monarch","2016-07-24","Acadia National Park, Winter Harbor, ME, US",44.3364216667,-68.0617833333,NA,"http://www.inaturalist.org/observations/3739389"
"Danaus plexippus","Monarch","2016-07-24","Acadia National Park, Winter Harbor, ME, US",44.3368716667,-68.0617666667,NA,"http://www.inaturalist.org/observations/3739390"
"Danaus plexippus","Monarch","2016-07-24","Hancock, Maine, United States",44.336175,-68.0617444444,NA,"http://www.inaturalist.org/observations/3743655"
"Danaus plexippus","Monarch","2016-07-24","Hancock, Maine, United States",44.3361361111,-68.0617916667,NA,"http://www.inaturalist.org/observations/3743656"
"Danaus plexippus","Monarch","2016-07-24","Hancock, Maine, United States",44.3363416667,-68.0617833333,NA,"http://www.inaturalist.org/observations/3743659"
"Danaus plexippus","Monarch","2016-07-24","Hancock, Maine, United States",44.3365055556,-68.0616833333,NA,"http://www.inaturalist.org/observations/3743660"
"Toxicodendron radicans","eastern poison ivy","2016-07-24","Winter Harbor, ME, USA",44.3358111111,-68.0571361111,NA,"http://www.inaturalist.org/observations/3746728"
"Lysimachia maritima","Sea Milkwort","2016-07-22","Winter Harbor, ME, USA",44.3406666667,-68.0655833333,NA,"http://www.inaturalist.org/observations/3729868"
"Lilium philadelphicum","Wood Lily","2016-07-22","Acadia National Park, Mount Desert, ME, US",44.3395533333,-68.2718,0,"https://www.inaturalist.org/observations/13441068"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2016-07-21","Acadia National Park, Southwest Harbor, ME, US",44.2271416667,-68.321,NA,"http://www.inaturalist.org/observations/3717572"
"Bombus terricola","Yellow-banded Bumble Bee","2016-07-18","Acadia National Park, Bar Harbor, ME, US",44.4044511076,-68.2387830603,2403,"http://www.inaturalist.org/observations/3699096"
"Typha latifolia","broad-leaved cattail","2016-07-17","Acadia National Park, Bar Harbor, ME, US",44.3780116667,-68.252145,NA,"http://www.inaturalist.org/observations/3695078"
"Arisaema triphyllum","Jack-in-the-Pulpit","2016-07-01","Bar Harbor, ME 04609, USA",44.3621029,-68.2077925,198,"https://www.inaturalist.org/observations/39771356"
"Lonicera canadensis","American fly-honeysuckle","2016-07-01","Bar Harbor, ME 04609, USA",44.3621029,-68.2077925,198,"https://www.inaturalist.org/observations/39771384"
"Lysimachia maritima","Sea Milkwort","2016-06-26","Schoodic Peninsula, Winter Harbor, ME, USA",44.3731271397,-68.0604642647,2903,"https://www.inaturalist.org/observations/10108034"
"Trichophorum cespitosum","Tufted Bulrush","2016-06-21","Acadia National Park, Winter Harbor, ME, US",44.3332366667,-68.0621111667,NA,"http://www.inaturalist.org/observations/3499650"
"Monotropa hypopitys","pinesap","2016-06-19","Acadia National Park, Southwest Harbor, ME, US",44.2754833333,-68.3415533333,NA,"http://www.inaturalist.org/observations/3489191"
"Trillium undulatum","painted trillium","2016-06-19","Acadia National Park, Southwest Harbor, ME, US",44.2753033333,-68.341025,NA,"http://www.inaturalist.org/observations/3489195"
"Monotropa hypopitys","pinesap","2016-06-19","Gouldsboro, ME, USA",44.3986536204,-68.2066124775,524,"https://www.inaturalist.org/observations/20241253"
"Rhodiola rosea","Roseroot","2016-06-16","Winter Harbor, ME, USA",44.3329741306,-68.061898648,2,"https://www.inaturalist.org/observations/5205733"
"Cypripedium acaule","pink lady's slipper","2016-06-15","Acadia National Park, Mount Desert, ME, US",44.3133216853,-68.2141561545,187,"http://www.inaturalist.org/observations/4086624"
"Cypripedium acaule","pink lady's slipper","2016-06-04","Acadia National Park, Southwest Harbor, ME, US",44.2316783333,-68.3152916667,NA,"http://www.inaturalist.org/observations/4596173"
"Danaus plexippus","Monarch","2015-09-04","Acadia National Park, Mount Desert, ME, US",44.3116178774,-68.2159926861,61,"https://www.inaturalist.org/observations/91313933"
"Asclepias syriaca","common milkweed","2015-07-20","Bar Island Acadia National Park, Maine",44.397124,-68.207996,359,"http://www.inaturalist.org/observations/1847579"
"Rhodiola rosea","Roseroot","2015-07-06","Hancock County, US-ME, US",44.335998,-68.066895,5,"http://www.inaturalist.org/observations/1730021"
"Epigaea repens","trailing arbutus","2015-06-25","Mount Desert, Maine, United States",44.325627,-68.286789,NA,"http://www.inaturalist.org/observations/2099726"
"Cypripedium acaule","pink lady's slipper","2015-06-24","Bar Harbor, Maine, United States",44.327136,-68.239628,NA,"http://www.inaturalist.org/observations/2099733"
"Viburnum dentatum","southern arrowwood","2015-06-13","Acadia National Park",44.364544,-68.20703,312,"http://www.inaturalist.org/observations/1726334"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2015-06-13","Acadia National Park",44.231732,-68.316336,429,"http://www.inaturalist.org/observations/1726478"
"Asclepias syriaca","common milkweed","2015-06-09","Acadia National Park, Bar Harbor, ME, US",44.4088297082,-68.2459451082,35,"https://www.inaturalist.org/observations/91313130"
"Cypripedium acaule","pink lady's slipper","2015-06-03","Maine",44.3385559,-68.2733346,16108,"https://www.inaturalist.org/observations/173595082"
"Arisaema triphyllum","Jack-in-the-Pulpit","2015-05-19","Acadia National Park, Bar Harbor, ME, US",44.3717132414,-68.2590719821,23576,"https://www.inaturalist.org/observations/38029523"
"Medeola virginiana","Cucumber Root","2014-10-12","",44.339923,-68.20796,5,"http://www.inaturalist.org/observations/920786"
"Pinus resinosa","red pine","2014-10-12","Acadia National Park, Bar Harbor, ME, US",44.354408,-68.206549,5,"http://www.inaturalist.org/observations/920794"
"Toxicodendron rydbergii","western poison ivy","2014-10-11","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.324627,-68.186401,5,"http://www.inaturalist.org/observations/920706"
"Monotropa hypopitys","pinesap","2014-08-20","Bar Harbor, ME, USA",44.3601140106,-68.2167720795,500,"https://www.inaturalist.org/observations/9196661"
"Monotropa hypopitys","pinesap","2014-08-20","Bar Harbor, ME, USA",44.3583650685,-68.2165575027,500,"https://www.inaturalist.org/observations/9196670"
"Monotropa hypopitys","pinesap","2014-07-20","Hancock County, US-ME, US",44.337102,-68.059843,306,"http://www.inaturalist.org/observations/801792"
"Polygala sanguinea","field milkwort","2014-07-19","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.390755,-68.236461,5,"http://www.inaturalist.org/observations/801758"
"Cicuta maculata","water hemlock","2014-07-19","",44.390753,-68.2362,5,"http://www.inaturalist.org/observations/801769"
"Rhexia virginica","Virginia meadowbeauty","2014-07-19","",44.390746,-68.236269,5,"http://www.inaturalist.org/observations/801773"
"Cypripedium acaule","White-flowered Pink Lady's-slipper","2014-06-07","Maine, USA",44.3385559,-68.2733346,11612,"https://www.inaturalist.org/observations/28459898"
"Cypripedium acaule","pink lady's slipper","2014-06-06","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3811333333,-68.2323083333,NA,"https://www.inaturalist.org/observations/66454787"
"Cypripedium acaule","pink lady's slipper","2013-08-07","Acadia National Park",44.327405,-68.288042,10,"http://www.inaturalist.org/observations/384531"
"Solidago flexicaulis","broad-leaved goldenrod","2013-08-07","Acadia National Park",44.331338,-68.280809,10,"http://www.inaturalist.org/observations/384660"
"Epigaea repens","trailing arbutus","2013-08-07","Acadia National Park",44.331966,-68.279359,10,"http://www.inaturalist.org/observations/384667"
"Huperzia appressa","mountain firmoss","2013-08-07","Hancock County, US-ME, US",44.3111642516,-68.3436842309,10,"http://www.inaturalist.org/observations/384686"
"Goodyera pubescens","downy rattlesnake plantain","2013-08-07","Hancock County, US-ME, US",44.321400423,-68.2246923883,10,"http://www.inaturalist.org/observations/384699"
"Capnoides sempervirens","rock harlequin","2013-06-24","Bar Harbor, ME 04609, USA",44.3658119009,-68.2132040709,2644,"https://www.inaturalist.org/observations/193686305"
"Trillium undulatum","painted trillium","2013-05-25","Southwest Harbor, ME, USA",44.2988146595,-68.3551984689,340,"https://www.inaturalist.org/observations/68298572"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2013-04-26","Mt Desert, ME 04660, USA",44.3323309685,-68.2885734737,20234,"https://www.inaturalist.org/observations/193685230"
"Asclepias syriaca","common milkweed","2012-07-08","Gouldsboro, ME, USA",44.3971867184,-68.2113021236,113,"https://www.inaturalist.org/observations/34664274"
"Danaus plexippus","Monarch","2012-07-08","Gouldsboro, ME, USA",44.3972429581,-68.2112180482,109,"https://www.inaturalist.org/observations/34664420"
"Caltha palustris","marsh marigold","2012-04-30","Hancock County, US-ME, US",44.346345983,-68.2683314043,4995,"https://www.inaturalist.org/observations/190826331"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2012-04-30","Hancock County, US-ME, US",44.2251198111,-68.3300173401,4995,"https://www.inaturalist.org/observations/190826334"
"Lonicera canadensis","American fly-honeysuckle","2012-04-30","Hancock County, US-ME, US",44.3423839795,-68.2883470126,4995,"https://www.inaturalist.org/observations/190826560"
"Epigaea repens","trailing arbutus","2011-08-05","Bar Harbor, Maine, United States",44.357972,-68.209187,NA,"http://www.inaturalist.org/observations/875683"
"Monotropa hypopitys","pinesap","2010-08-07","Mount Desert, Maine, United States",44.324852,-68.296006,NA,"http://www.inaturalist.org/observations/875713"
"Cypripedium acaule","pink lady's slipper","2010-08-07","Mount Desert, Maine, United States",44.322644,-68.296173,NA,"http://www.inaturalist.org/observations/875714"
