"scientific.name","common.name","observed.on","location","listing.status","latitude","longitude","url"
"Falco peregrinus","Peregrine Falcon","2023-05-02","Acadia National Park, Birch Harbor US-ME 44.33812, -68.05918","state endangered",44.33812,-68.05918,NA
"Falco peregrinus","Peregrine Falcon","2023-05-25","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-25","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-25","Acadia NP--Eagle Lake","state endangered",44.3766313,-68.2511902,NA
"Falco peregrinus","Peregrine Falcon","2023-05-02","Acadia National Park, Birch Harbor US-ME 44.33812, -68.05918","state endangered",44.33812,-68.05918,NA
"Falco peregrinus","Peregrine Falcon","2023-05-16","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-28","Acadia NP--Schooner Head Road Marsh","state endangered",44.3489122,-68.1854868,NA
"Falco peregrinus","Peregrine Falcon","2023-05-28","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-29","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-14","Acadia NP--Jordan Pond Path","state endangered",44.3242409,-68.2499805,NA
"Falco peregrinus","Peregrine Falcon","2023-05-25","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-12","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-25","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-12","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-30","Acadia NP--Eagle Lake","state endangered",44.3766313,-68.2511902,NA
"Falco peregrinus","Peregrine Falcon","2023-05-06","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-15","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-24","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-25","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-19","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Alca torda","Razorbill","2023-05-29","Acadia NP--Ship Harbor Trail","state threatened",44.2316668,-68.3256161,NA
"Alca torda","Razorbill","2023-05-24","Schoodic Island (restricted access)","state threatened",44.331378,-68.032664,NA
"Alca torda","Razorbill","2023-05-02","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2023-05-05","Acadia National Park, Birch Harbor US-ME 44.33821, -68.05920","state threatened",44.33821,-68.059201,NA
"Alca torda","Razorbill","2023-05-02","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2023-05-05","Acadia National Park, Birch Harbor US-ME 44.33821, -68.05920","state threatened",44.33821,-68.059201,NA
"Alca torda","Razorbill","2023-05-20","Isle au Haut","state threatened",44.0460142,-68.626015,NA
"Sterna paradisaea","Arctic Tern","2023-06-20","Schoodic Island (restricted access)","state threatened",44.331378,-68.032664,NA
"Fratercula arctica","Atlantic Puffin","2023-06-24","Acadia NP--Great Head","state threatened",44.3289251,-68.1741893,NA
"Fratercula arctica","Atlantic Puffin","2023-06-20","Schoodic Island (restricted access)","state threatened",44.331378,-68.032664,NA
"Fratercula arctica","Atlantic Puffin","2023-06-28","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2023-06-16","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2023-06-11","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Falco peregrinus","Peregrine Falcon","2023-06-22","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-08","Acadia NP--Echo Lake Beach","state endangered",44.314947,-68.3361143,NA
"Falco peregrinus","Peregrine Falcon","2023-06-06","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-02","Valley Cove - Acadia NP","state endangered",44.3030286,-68.3154774,NA
"Falco peregrinus","Peregrine Falcon","2023-06-04","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-07","Acadia NP--Schooner Head Road Marsh","state endangered",44.3489122,-68.1854868,NA
"Falco peregrinus","Peregrine Falcon","2023-06-10","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-21","Acadia NP--Jordan Pond Path","state endangered",44.3242409,-68.2499805,NA
"Falco peregrinus","Peregrine Falcon","2023-06-08","Acadia NP--Echo Lake Beach","state endangered",44.314947,-68.3361143,NA
"Falco peregrinus","Peregrine Falcon","2023-06-01","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-07","Acadia NP--Schooner Head Road Marsh","state endangered",44.3489122,-68.1854868,NA
"Falco peregrinus","Peregrine Falcon","2023-06-10","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-20","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-16","686 Park Loop Road, Bar Harbor, Maine, US (44.36, -68.199)","state endangered",44.3602995,-68.1994538,NA
"Falco peregrinus","Peregrine Falcon","2023-06-04","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-06","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-09","Acadia NP--Jordan Pond Path","state endangered",44.3242409,-68.2499805,NA
"Falco peregrinus","Peregrine Falcon","2023-06-02","Valley Cove - Acadia NP","state endangered",44.3030286,-68.3154774,NA
"Falco peregrinus","Peregrine Falcon","2023-06-07","Acadia NP--Schooner Head Road Marsh","state endangered",44.3489122,-68.1854868,NA
"Falco peregrinus","Peregrine Falcon","2023-06-02","Valley Cove - Acadia NP","state endangered",44.3030286,-68.3154774,NA
"Falco peregrinus","Peregrine Falcon","2023-06-16","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-02","Valley Cove - Acadia NP","state endangered",44.3030286,-68.3154774,NA
"Falco peregrinus","Peregrine Falcon","2023-06-08","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2023-06-03","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-07","Acadia NP--Schooner Head Road Marsh","state endangered",44.3489122,-68.1854868,NA
"Falco peregrinus","Peregrine Falcon","2023-06-03","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-08","Acadia NP--Schooner Head Road Marsh","state endangered",44.3489122,-68.1854868,NA
"Falco peregrinus","Peregrine Falcon","2023-06-03","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-04","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-22","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-02","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-11","Acadia NP--Beaver Dam Pond","state endangered",44.3623836,-68.1951383,NA
"Falco peregrinus","Peregrine Falcon","2023-06-12","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-12","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2023-06-10","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-10","Acadia NP--Schooner Head Road Marsh","state endangered",44.3489122,-68.1854868,NA
"Falco peregrinus","Peregrine Falcon","2023-06-04","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-12","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-03","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-10","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-16","Acadia NP--Jordan Pond Path","state endangered",44.3242409,-68.2499805,NA
"Falco peregrinus","Peregrine Falcon","2023-06-11","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-03","Acadia National Park, Bar Harbor US-ME 44.40216, -68.23457","state endangered",44.402161,-68.234573,NA
"Falco peregrinus","Peregrine Falcon","2023-06-10","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-03","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-03","SW Harbor -Valley Cove Fire Rd & Flying Mountain","state endangered",44.2999281,-68.3162796,NA
"Falco peregrinus","Peregrine Falcon","2023-06-03","SW Harbor -Valley Cove Fire Rd & Flying Mountain","state endangered",44.2999281,-68.3162796,NA
"Falco peregrinus","Peregrine Falcon","2023-06-16","Acadia NP--Schooner Head Road Marsh","state endangered",44.3489122,-68.1854868,NA
"Falco peregrinus","Peregrine Falcon","2023-06-23","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-23","Acadia NP--Schoodic Woods Campground Amphitheater","state endangered",44.3824591,-68.0677271,NA
"Falco peregrinus","Peregrine Falcon","2023-06-02","Valley Cove - Acadia NP","state endangered",44.3030286,-68.3154774,NA
"Falco peregrinus","Peregrine Falcon","2023-06-11","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-16","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-07","Acadia NP--Schooner Head Road Marsh","state endangered",44.3489122,-68.1854868,NA
"Falco peregrinus","Peregrine Falcon","2023-06-01","Acadia NP--Penobscot Mountain","state endangered",44.3329687,-68.2666183,NA
"Falco peregrinus","Peregrine Falcon","2023-06-10","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-04","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-09","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-20","Precipice Trail Lot- Park Loop Rd, Bar Harbor US-ME (44.3495,-68.1879)","state endangered",44.349474,-68.18793,NA
"Falco peregrinus","Peregrine Falcon","2023-06-03","SW Harbor -Valley Cove Fire Rd & Flying Mountain","state endangered",44.2999281,-68.3162796,NA
"Falco peregrinus","Peregrine Falcon","2023-06-12","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-21","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-02","Valley Cove - Acadia NP","state endangered",44.3030286,-68.3154774,NA
"Falco peregrinus","Peregrine Falcon","2023-06-04","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-02","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-15","Acadia NP--Great Meadow","state endangered",44.3669684,-68.2070087,NA
"Falco peregrinus","Peregrine Falcon","2023-06-03","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-03","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-04","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-01","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2023-06-04","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-03","SW Harbor -Valley Cove Fire Rd & Flying Mountain","state endangered",44.2999281,-68.3162796,NA
"Falco peregrinus","Peregrine Falcon","2023-06-23","Acadia NP--Schoodic Woods Campground Amphitheater","state endangered",44.3824591,-68.0677271,NA
"Falco peregrinus","Peregrine Falcon","2023-06-10","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-06-03","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2023-06-03","SW Harbor -Valley Cove Fire Rd & Flying Mountain","state endangered",44.2999281,-68.3162796,NA
"Alca torda","Razorbill","2023-06-02","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2023-06-24","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2023-06-04","Acadia NP--Otter Cove, Fish House Road","state threatened",44.3158344,-68.1976211,NA
"Alca torda","Razorbill","2023-06-24","Acadia NP--Great Head","state threatened",44.3289251,-68.1741893,NA
"Alca torda","Razorbill","2023-06-12","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2023-06-14","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2023-06-04","Acadia NP--Otter Cove, Fish House Road","state threatened",44.3158344,-68.1976211,NA
"Alca torda","Razorbill","2023-06-12","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2023-06-24","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2023-06-12","Schoodic Island (restricted access)","state threatened",44.331378,-68.032664,NA
"Alca torda","Razorbill","2023-06-14","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2023-06-04","Acadia NP--Otter Cove, Fish House Road","state threatened",44.3158344,-68.1976211,NA
"Alca torda","Razorbill","2023-06-12","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2023-06-28","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2023-06-20","Schoodic Island (restricted access)","state threatened",44.331378,-68.032664,NA
"Alca torda","Razorbill","2023-06-23","Isle au Haut, Duck Harbor Campground","state threatened",44.027417,-68.653,NA
"Alca torda","Razorbill","2023-06-23","Isle au Haut, Duck Harbor Campground","state threatened",44.027417,-68.653,NA
"Sterna paradisaea","Arctic Tern","2023-07-17","Bass Harbor Head Lighthouse","state threatened",44.2219221,-68.3371925,NA
"Sterna paradisaea","Arctic Tern","2023-07-31","Bass Harbor Head Lighthouse","state threatened",44.2219221,-68.3371925,NA
"Fratercula arctica","Atlantic Puffin","2023-07-12","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Fratercula arctica","Atlantic Puffin","2023-07-25","Acadia NP--Jordan Pond Path","state threatened",44.3242409,-68.2499805,NA
"Falco peregrinus","Peregrine Falcon","2023-07-07","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2023-07-15","Acadia NP--Saint Sauveur Mountain","state endangered",44.3094113,-68.3220773,NA
"Falco peregrinus","Peregrine Falcon","2023-07-23","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-07-17","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
