"common.name","scientific.name","observed.on","place.guess","latitude","longitude","positional.accuracy","url","cat"
"rugosa rose","Rosa rugosa","2018-09-12","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.34572087,-68.06630637,5,"https://www.inaturalist.org/observations/16482818","All observations"
"rugosa rose","Rosa rugosa","2018-09-12","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.33856512,-68.05363401,4,"https://www.inaturalist.org/observations/16527014","All observations"
"rugosa rose","Rosa rugosa","2018-09-02","Schoodic Peninsula, Winter Harbor, ME 04693, USA",44.3667471,-68.0580611,1550,"https://www.inaturalist.org/observations/16929347","All observations"
"narrow-leaved cattail","Typha angustifolia","2018-08-31","Acadia National Park, Bar Harbor, ME, US",44.3616629625,-68.1965058949,5,"https://www.inaturalist.org/observations/16150062","All observations"
"glossy buckthorn","Frangula alnus","2018-08-31","Acadia National Park, Bar Harbor, ME, US",44.3617218035,-68.1964112633,5,"https://www.inaturalist.org/observations/16150075","All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2018-08-31","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3294070522,-68.1824131497,10,"https://www.inaturalist.org/observations/16150816","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-29","Acadia National Park, Birch Harbor, ME, US",44.3374740053,-68.0602686201,10,"https://www.inaturalist.org/observations/16000703","All observations"
"rugosa rose","Rosa rugosa","2018-08-26","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.31742913,-68.19984172,10,"https://www.inaturalist.org/observations/16024980","All observations"
"purple crownvetch","Securigera varia","2018-08-24","Winter Harbor, ME, USA",44.3366576105,-68.0604261863,426,"https://www.inaturalist.org/observations/120101205","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-22","Acadia National Park, Birch Harbor, ME, US",44.3369872263,-68.0602044985,5,"https://www.inaturalist.org/observations/15782085","All observations"
"narrow-leaved bittercress","Cardamine impatiens","2018-08-21","63 Jordan Pond Rd, Mount Desert, ME, US",44.3093333333,-68.2446583333,5,"https://www.inaturalist.org/observations/15791725","All observations"
"rugosa rose","Rosa rugosa","2018-08-20","Acadia National Park, Southwest Harbor, ME, US",44.22193,-68.337325,5,"https://www.inaturalist.org/observations/15745769","All observations"
"rugosa rose","Rosa rugosa","2018-08-19","Acadia National Park, Bar Harbor, ME, US",44.3173783333,-68.1995616667,8,"https://www.inaturalist.org/observations/15929477","All observations"
"rugosa rose","Rosa rugosa","2018-08-17","Acadia National Park, Bar Harbor, ME, US",44.3208466667,-68.189195,4,"https://www.inaturalist.org/observations/15595770","All observations"
"rugosa rose","Rosa rugosa","2018-08-17","Acadia National Park, Southwest Harbor, ME, US",44.225545,-68.317955,5,"https://www.inaturalist.org/observations/15821163","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-15","Acadia National Park, Birch Harbor, ME, US",44.337562183,-68.060359899,5,"https://www.inaturalist.org/observations/15447883","All observations"
"rugosa rose","Rosa rugosa","2018-08-13","Acadia National Park, Bar Harbor, ME, US",44.35315,-68.2248616667,5,"https://www.inaturalist.org/observations/15996182","All observations"
"bittersweet nightshade","Solanum dulcamara","2018-08-12","Acadia National Park, Bar Harbor, ME, US",44.3173416667,-68.1994033333,5,"https://www.inaturalist.org/observations/15435618","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-08","Acadia National Park, Birch Harbor, ME, US",44.3371314278,-68.0604683214,200,"https://www.inaturalist.org/observations/15224849","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-08","Acadia National Park, Birch Harbor, ME, US",44.3372001267,-68.0602954422,5,"https://www.inaturalist.org/observations/15224850","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-08","65 Acadia Dr, Winter Harbor, ME 04693, USA",44.3370216667,-68.0600966667,6,"https://www.inaturalist.org/observations/15224886","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-08","Acadia National Park, Hancock County, US-ME, US",44.3370250706,-68.060153788,5,"https://www.inaturalist.org/observations/15224988","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-03","Acadia National Park, Birch Harbor, ME, US",44.3367869607,-68.0650375332,870,"https://www.inaturalist.org/observations/15079515","All observations"
"great mullein","Verbascum thapsus","2018-08-03","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.31058281,-68.18952568,6,"https://www.inaturalist.org/observations/15183672","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-03","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.31439351,-68.19166871,9,"https://www.inaturalist.org/observations/15206400","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-01","Acadia National Park, Hancock County, US-ME, US",44.3371061788,-68.0604245822,12,"https://www.inaturalist.org/observations/15015106","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-01","Acadia National Park, Hancock County, US-ME, US",44.3372466881,-68.0603202526,22,"https://www.inaturalist.org/observations/15015165","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-01","13 Jacobson Dr, Winter Harbor, ME 04693, USA",44.3373255393,-68.0603245273,20,"https://www.inaturalist.org/observations/15015191","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-01","Acadia National Park, Hancock County, US-ME, US",44.337243527,-68.0604368448,33,"https://www.inaturalist.org/observations/15015235","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-01","Acadia National Park, Hancock County, US-ME, US",44.3371743523,-68.060299717,5,"https://www.inaturalist.org/observations/15015572","All observations"
"purple crownvetch","Securigera varia","2018-07-30","Acadia National Park, Bar Harbor, ME, US",44.3527216667,-68.2261366667,5,"https://www.inaturalist.org/observations/14955714","All observations"
"common heather","Calluna vulgaris","2018-07-29","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.3195144786,-68.3170773928,10,"https://www.inaturalist.org/observations/14962302","All observations"
"purple foxglove","Digitalis purpurea","2018-07-28","Acadia National Park, Mount Desert, ME, US",44.3283156526,-68.2887170389,34811,"https://www.inaturalist.org/observations/15020507","All observations"
"rugosa rose","Rosa rugosa","2018-07-26","Southwest Harbor, ME 04679, USA",44.2292785645,-68.3130722046,NA,"https://www.inaturalist.org/observations/30601105","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-25","Acadia National Park, Birch Harbor, ME, US",44.3370379368,-68.0601806101,24,"https://www.inaturalist.org/observations/14716345","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-25","Acadia National Park, Birch Harbor, ME, US",44.3371226417,-68.0602071871,24,"https://www.inaturalist.org/observations/14716407","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-25","Acadia National Park, Birch Harbor, ME, US",44.3370374758,-68.0602310692,5,"https://www.inaturalist.org/observations/14716438","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-25","Acadia National Park, Birch Harbor, ME, US",44.3371004709,-68.0603616809,22,"https://www.inaturalist.org/observations/14716468","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-25","Acadia National Park, Hancock County, US-ME, US",44.3370088,-68.06013113,9,"https://www.inaturalist.org/observations/14716473","All observations"
"bittersweet nightshade","Solanum dulcamara","2018-07-25","Great Head Trail (Acadia National Park), Bar Harbor, ME 04609, USA",44.3289143574,-68.1742262095,263,"https://www.inaturalist.org/observations/14731738","All observations"
"rugosa rose","Rosa rugosa","2018-07-25","Acadia National Park, Bar Harbor, ME, US",44.3627626514,-68.2048811571,31519,"https://www.inaturalist.org/observations/14736164","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-25","Acadia National Park, Hancock County, US-ME, US",44.33704718,-68.06017592,7,"https://www.inaturalist.org/observations/14752983","All observations"
"bittersweet nightshade","Solanum dulcamara","2018-07-24","Acadia National Park, Birch Harbor, ME, US",44.3326693308,-68.0608303752,5,"https://www.inaturalist.org/observations/14696817","All observations"
"rugosa rose","Rosa rugosa","2018-07-24","Park Loop Rd, Mt Desert, ME 04660, USA",44.31721995,-68.19998569,5,"https://www.inaturalist.org/observations/14701673","All observations"
"rugosa rose","Rosa rugosa","2018-07-24","Park Loop Rd, Mt Desert, ME 04660, USA",44.31744123,-68.19944332,5,"https://www.inaturalist.org/observations/14701722","All observations"
"purple crownvetch","Securigera varia","2018-07-19","Alvey Dr, Winter Harbor, ME 04693, USA",44.33940995,-68.05954323,8,"https://www.inaturalist.org/observations/14518080","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-19","Alvey Dr, Winter Harbor, ME 04693, USA",44.3392857,-68.05956451,9,"https://www.inaturalist.org/observations/14525301","All observations"
"purple crownvetch","Securigera varia","2018-07-19","Acadia National Park, Birch Harbor, ME, US",44.3377716667,-68.0601721667,5,"https://www.inaturalist.org/observations/26417211","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-18","Acadia National Park, Hancock County, US-ME, US",44.3368818,-68.05957171,7,"https://www.inaturalist.org/observations/14479562","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-18","Acadia National Park, Hancock County, US-ME, US",44.3369575963,-68.0596159213,5,"https://www.inaturalist.org/observations/14479610","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-18","Acadia National Park, Birch Harbor, ME, US",44.3372137472,-68.0598185957,5,"https://www.inaturalist.org/observations/14479632","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-18","Acadia National Park, Birch Harbor, ME, US",44.3369613681,-68.0598941167,5,"https://www.inaturalist.org/observations/14479636","All observations"
"purple crownvetch","Securigera varia","2018-07-13","Acadia National Park, Birch Harbor, ME, US",44.338975,-68.0609805,24,"https://www.inaturalist.org/observations/14320439","All observations"
"glossy buckthorn","Frangula alnus","2018-07-12","North Ridge Trail Cadillac Mountain, Bar Harbor, ME, USA",44.3612527778,-68.2299333333,10,"https://www.inaturalist.org/observations/14397574","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-11","Acadia National Park, Birch Harbor, ME, US",44.3373017572,-68.0598329288,5,"https://www.inaturalist.org/observations/14261420","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-11","Acadia National Park, Hancock County, US-ME, US",44.3371963129,-68.0597558991,5,"https://www.inaturalist.org/observations/14261424","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-11","13 Jacobson Dr, Winter Harbor, ME 04693, USA",44.33720219,-68.05983914,15,"https://www.inaturalist.org/observations/14261597","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-11","Acadia National Park, Hancock County, US-ME, US",44.33727082,-68.05972748,9,"https://www.inaturalist.org/observations/14261637","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-11","Acadia National Park, Birch Harbor, ME, US",44.3372166667,-68.0597695,10,"https://www.inaturalist.org/observations/14261773","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-11","Acadia National Park, Birch Harbor, ME, US",44.3372904836,-68.0598710664,5,"https://www.inaturalist.org/observations/14290911","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-11","13 Jacobson Dr, Winter Harbor, ME 04693, USA",44.33723415,-68.05981116,7,"https://www.inaturalist.org/observations/14360010","All observations"
"rugosa rose","Rosa rugosa","2018-07-09","Acadia National Park, Birch Harbor, ME, US",44.33725,-68.0593028333,5,"https://www.inaturalist.org/observations/14327842","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-05","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3204163714,-68.2539980394,5,"https://www.inaturalist.org/observations/14082410","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2018-07-05","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3204345601,-68.2539269608,5,"https://www.inaturalist.org/observations/14082419","All observations"
"rugosa rose","Rosa rugosa","2018-07-04","Acadia National Park, Southwest Harbor, ME, US",44.22868,-68.31095,30,"https://www.inaturalist.org/observations/14121904","All observations"
"rugosa rose","Rosa rugosa","2018-07-03","Acadia National Park, Bar Harbor, ME, US",44.3163160927,-68.1978839407,305,"https://www.inaturalist.org/observations/14068236","All observations"
"rugosa rose","Rosa rugosa","2018-07-02","Acadia National Park, Birch Harbor, ME, US",44.3652753779,-68.0763971066,6,"https://www.inaturalist.org/observations/13982907","All observations"
"bittersweet nightshade","Solanum dulcamara","2018-07-02","Acadia National Park, Birch Harbor, ME, US",44.3326367976,-68.0608159002,6,"https://www.inaturalist.org/observations/13991008","All observations"
"rugosa rose","Rosa rugosa","2018-07-02","Acadia National Park, Birch Harbor, ME, US",44.3328739966,-68.0614689758,24,"https://www.inaturalist.org/observations/14001477","All observations"
"rugosa rose","Rosa rugosa","2018-07-01","Acadia National Park, Bar Harbor, ME, US",44.3256203669,-68.1860673765,184,"https://www.inaturalist.org/observations/30889022","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-06-30","2–66 Fairview Dr, Birch Harbor, ME, US",44.38027,-68.0673138333,5,"https://www.inaturalist.org/observations/13922459","All observations"
"rugosa rose","Rosa rugosa","2018-06-30","Acadia National Park, Birch Harbor, ME, US",44.3386333333,-68.053025,5,"https://www.inaturalist.org/observations/13928428","All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-06-30","Acadia National Park, Birch Harbor, ME, US",44.3389666667,-68.06115,50,"https://www.inaturalist.org/observations/13929171","All observations"
